teff_code,teff_label,Facture énergétique (en millions d'euros courants),Combustibles minéraux solides achetés (en milliers de tonnes),Consommation de combustibles minéraux solides (en milliers de tonnes),Valeur des achats de combustibles minéraux solides (en millions d'euros),Prix moyen des combustibles minéraux solides (en €/t),Quantités achetées de gaz (en GWh),Consommation de gaz naturel et autres gaz (en GWh),Valeur des achats de gaz (en millions d'euros),Prix moyen annuel du gaz de réseau (en €/MWh),Quantités achetées de biogaz et biométhane (en GWh),Consommation de biogaz et biométhane (en GWh),Valeur des achats de biogaz et biométhane (en millions d'euros),Prix moyen annuel du biogaz et biométhane (en €/t),Quantités achetées de coke de pétrole (en milliers de tonnes),Consommation de coke de pétrole (en milliers de tonnes),Valeur des achats de coke de pétrole (en millions d'euros),Prix moyen annuel du coke de pétrole (en €/t),Quantités achetées de butane-propane (en milliers de tonnes),Consommation de butane-propane (en milliers de tonnes),Valeur des achats de butane-propane (en millions d'euros),Prix moyen annuel du butane-propane (en €/t),Quantités achetées de fioul lourd (en milliers de tonnes),Consommation de fioul lourd (en milliers de tonnes),Valeur des achats de fioul lourd (en millions d'euros),Prix moyen annuel du fioul lourd (en €/t),Quantités achetées de fioul domestique (en milliers de litres),Consommation de fioul domestique (en milliers de litres),Valeur des achats de fioul domestique (en millions d'euros),Prix moyen annuel du fioul domestique (en €/l),Quantités achetées de gazole non routier (en milliers de litres),Consommation de gazole non routier (en milliers de litres),Valeur des achats de gazole non routier (en millions d'euros),Prix moyen annuel du gazole non routier (en €/l),Quantités achetées de bois (en milliers de tonnes),Consommation de bois et sous-produit du bois (en milliers de tonnes),Valeur des achats de bois (en millions d'euros),Prix moyen annuel du bois (en €/t),Vapeur achetée (en milliers de tonnes),Valeur des achats de vapeur (en millions d'euros),Prix moyen annuel de la vapeur (en €/t),Quantités achetées d’hydrogène (en milliers de tonnes),Consommation d’hydrogène (en milliers de tonnes),Quantité d’hydrogène autoproduite (en milliers de tonnes),Valeur des achats d’hydrogène (en millions d'euros),Prix moyen annuel d’hydrogène (en €/t),Quantité d’hydrogène autoproduite et consommée (en milliers de tonnes),Quantité d’hydrogène autoproduite et vendue (en milliers de tonnes),Électricité achetée (en GWh),Consommation d’électricité (en GWh),Électricité autoproduite (en GWh),Valeur des achats d'électricité (en millions d'euros),Prix moyen annuel de l’électricité (en €/MWh)
100-249,100 à 249 salariés,3407,733,756,121,165,46428,46428,1144,25,,,,,235,237,33,142,68,69,43,638,34,37,19,563,75363,76037,58,0.77,,,,,695,1246,28,40,19684,204,21,77307,106871,,13,0,,,26929,28219,,1742,65
20-49,20 à 49 salariés,1429,11,11,3,256,8269,8269,276,33,,,,,44,47,7,152,49,53,34,682,18,18,10,556,118333,117631,91,0.77,,,,,213,340,10,49,620,7,24,2208,2208,,1,0,,,11345,11382,,991,87
250-499,250 à 499 salariés,3029,589,542,93,158,39844,39844,905,23,,,,,,,,,765,762,306,399,79,81,34,437,,,,,,,,,845,1388,37,44,17006,177,21,207573,306221,,23,0,,,24060,25359,,1414,59
50-99,50 à 99 salariés,1589,428,418,70,163,13451,13451,392,29,,,,,324,329,39,121,36,36,25,692,20,20,9,483,69610,69731,51,0.73,,,,,260,409,8,29,4440,53,24,8273,18829,,2,0,,,13592,13654,,940,69
500+,500 salariés et plus,4321,7210,7094,1197,166,28494,28494,629,22,,,,,,,,,1755,1754,700,399,21,21,10,456,,,,,,,,,82,136,5,64,8758,113,26,42849,453887,,14,0,,,30148,31432,,1602,53
_T,Total,13774,8971,8821,1484,165,136487,136487,3345,25,,,,,736,746,124,168,2674,2674,1108,414,172,176,83,482,322670,323092,245,0.76,,,,,2094,3520,88,42,50510,555,22,338211,888016,,54,0,,,106074,110045,,6689,63
