"GEO";"GEO_OBJECT";"NUMBER_EMPL";"ACTIVITY";"EACEI_MEASURE";"UNIT_MULT";"UNIT_MEASURE";"CONF_STATUS";"OBS_STATUS";"COMPARE_TIME";"TIME_PERIOD";"OBS_VALUE"
"F";"FRANCE";"_T";"B07T09";"PR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"23";"PR_CSUP";"3";"T";"F";"A";"_Z";2023;0.3
"84";"REG";"_T";"_T";"NR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"E250T499";"_T";"PR_CSUP";"3";"T";"F";"A";"_Z";2023;83.7
"52";"REG";"_T";"_T";"QR_USQ9";"3";"TOE";"F";"A";"_Z";2023;7.4
"F";"FRANCE";"E20T49";"_T";"OR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;44.5
"75";"REG";"_T";"_T";"QR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.05
"F";"FRANCE";"_T";"_T";"FR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2007;88
"F";"FRANCE";"_T";"15";"CUR_CSTP";"3";"TOE";"C";"A";"_Z";2023;8.4
"F";"FRANCE";"_T";"_T";"IR_CSUP";"3";"T";"F";"A";"_Z";2023;743
"F";"FRANCE";"_T";"_T";"ENM_PCT";"0";"PT";"F";"A";"1_2005";2015;13
"F";"FRANCE";"_T";"15";"GAZR_USQ9";"3";"TOE";"F";"A";"_Z";2023;0
"93";"REG";"_T";"_T";"KR_CSUP";"3";"T";"C";"A";"_Z";2023;17.7
"53";"REG";"_T";"_T";"KR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;791.7
"93";"REG";"_T";"_T";"GAZR_USQ3";"3";"TOE";"F";"A";"_Z";2023;16
"F";"FRANCE";"E50T99";"_T";"DR_CONTRAT_FIN_3_PROP";"0";"PT";"F";"A";"_Z";2023;8.4
"F";"FRANCE";"E50T99";"_T";"GAZR_QAUP";"0";"GWH";"F";"A";"_Z";2023;10912.9
"F";"FRANCE";"_T";"31";"QR_QAUP";"3";"L";"F";"A";"_Z";2023;141.2
"F";"FRANCE";"_T";"_T";"OR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2016;42
"32";"REG";"_T";"_T";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;3.4
"F";"FRANCE";"_T";"38";"XR_CSTP";"3";"TOE";"F";"A";"_Z";2023;42.6
"84";"REG";"_T";"_T";"LR_VALA";"6";"EUR";"F";"A";"_Z";2023;14.7
"F";"FRANCE";"_T";"C10T12";"PR_USQ9";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"E250T499";"_T";"XR_CSTP";"3";"TOE";"F";"A";"_Z";2023;43.1
"F";"FRANCE";"_T";"23";"PR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0
"27";"REG";"_T";"_T";"PR_CSTP";"3";"TOE";"F";"A";"_Z";2023;50.7
"F";"FRANCE";"_T";"28";"QR_QAUP";"3";"L";"F";"A";"_Z";2023;5559
"53";"REG";"_T";"_T";"DR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;21
"F";"FRANCE";"_T";"C10T12";"DR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;64.9
"F";"FRANCE";"_T";"13";"LR_USQ2";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"IR_CSTP";"3";"TOE";"F";"A";"_Z";2023;566.2
"32";"REG";"_T";"_T";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;68.7
"F";"FRANCE";"_T";"29";"LR_USQ2";"3";"TOE";"C";"A";"_Z";2023;0.2
"DOM";"OTHER";"_T";"_T";"GAZR_PRIX";"0";"EUR_GWH";"F";"A";"_Z";2023;53.7
"F";"FRANCE";"_T";"30";"KR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;1028
"F";"FRANCE";"_T";"15";"KR_CSUP";"3";"T";"C";"A";"_Z";2023;0.4
"F";"FRANCE";"_T";"27";"LR_CSTP";"3";"TOE";"F";"A";"_Z";2023;1.1
"F";"FRANCE";"E_GE500";"_T";"QR_VALA";"6";"EUR";"F";"A";"_Z";2023;21.9
"84";"REG";"_T";"_T";"YR_CSTP";"3";"TOE";"F";"A";"_Z";2023;69.9
"F";"FRANCE";"_T";"13";"QR_USQ9";"3";"TOE";"F";"A";"_Z";2023;0.5
"F";"FRANCE";"_T";"22";"PR_VEND";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"E20T49";"_T";"OR_VALA";"6";"EUR";"C";"A";"_Z";2023;6.8
"F";"FRANCE";"_T";"27";"PP_CSTP";"3";"TOE";"C";"A";"_Z";2023;8.1
"F";"FRANCE";"_T";"B07T09";"OR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;48.1
"F";"FRANCE";"_T";"15";"OR_QAUP";"3";"T";"F";"A";"_Z";2023;0.5
"F";"FRANCE";"_T";"13";"QR_CSTP";"3";"TOE";"F";"A";"_Z";2023;1.6
"F";"FRANCE";"_T";"38";"PR_USQ9";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"GR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2014;110
"F";"FRANCE";"_T";"25";"GAZR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0.2
"F";"FRANCE";"_T";"_T";"LR_CSUP";"3";"L";"F";"A";"_Z";2023;105343.7
"F";"FRANCE";"_T";"22";"JR_QAUP";"3";"T";"F";"A";"_Z";2023;10.6
"F";"FRANCE";"E100T249";"_T";"DR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;26.4
"93";"REG";"_T";"_T";"IR_VALA";"6";"EUR";"C";"A";"_Z";2023;24.9
"11";"REG";"_T";"_T";"JR_CSUP";"3";"T";"F";"A";"_Z";2023;2.1
"27";"REG";"_T";"_T";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;439.7
"F";"FRANCE";"_T";"15";"GAZR_QAUP";"0";"GWH";"F";"A";"_Z";2023;82.8
"F";"FRANCE";"_T";"22";"EFFECTIF";"0";"_Z";"F";"A";"_Z";2023;1392
"F";"FRANCE";"_T";"13";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;56.8
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2015;233
"F";"FRANCE";"_T";"23";"GAZR_PRIX";"0";"EUR_GWH";"F";"A";"_Z";2023;56.6
"F";"FRANCE";"E100T249";"_T";"GAZR_USQ4";"3";"TOE";"F";"A";"_Z";2023;201.8
"F";"FRANCE";"_T";"25";"DR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;19.7
"F";"FRANCE";"_T";"16";"GAZR_VALA";"6";"EUR";"F";"A";"_Z";2023;41.1
"F";"FRANCE";"E50T99";"_T";"DR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;75.4
"F";"FRANCE";"_T";"32";"GAZR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0
"44";"REG";"_T";"_T";"DR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;66
"53";"REG";"_T";"_T";"IR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"DR_PCT";"0";"PT";"F";"A";"1_2005";2005;34
"75";"REG";"_T";"_T";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;0.1
"F";"FRANCE";"_T";"32";"OR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"PR_PRIX";"0";"EUR_T";"F";"L";"0_2005";2005;
"24";"REG";"_T";"_T";"QR_QAUP";"3";"L";"F";"A";"_Z";2023;9240.5
"F";"FRANCE";"_T";"33";"PR_USQ8";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"18";"QR_QAUP";"3";"L";"F";"A";"_Z";2023;4.2
"F";"FRANCE";"_T";"15";"QR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"28";"QR_VALA";"6";"EUR";"F";"A";"_Z";2023;6.3
"F";"FRANCE";"_T";"C10T12";"LR_USQ3";"3";"TOE";"F";"A";"_Z";2023;5.2
"93";"REG";"_T";"_T";"QR_CSUP";"3";"L";"C";"A";"_Z";2023;20053.1
"F";"FRANCE";"_T";"_T";"PR_PRIX";"0";"EUR_T";"F";"L";"1_2005";2009;
"44";"REG";"_T";"_T";"CMSR_VALA";"6";"EUR";"F";"A";"_Z";2023;180.7
"F";"FRANCE";"_T";"38";"BIOR_PRIX";"0";"EUR_GWH";"F";"A";"_Z";2023;181.1
"F";"FRANCE";"_T";"C10T12";"BR_VALA";"6";"EUR";"F";"A";"_Z";2023;3248
"28";"REG";"_T";"_T";"CONSNET_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;3648.7
"52";"REG";"_T";"_T";"CMSR_CSTP";"3";"TOE";"F";"A";"_Z";2023;10.8
"F";"FRANCE";"_T";"C16T18";"AUTRE_CSTP";"3";"TOE";"C";"A";"_Z";2023;1432.8
"F";"FRANCE";"_T";"C10T12";"BIOR_CSUP";"0";"GWH";"F";"A";"_Z";2023;137.6
"F";"FRANCE";"_T";"22";"CMSR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"C13T15";"BR_CSTP";"3";"TOE";"F";"A";"_Z";2023;93
"F";"FRANCE";"_T";"33";"CMSR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"E250T499";"_T";"JR_CSTP";"3";"TOE";"C";"A";"_Z";2023;654.4
"F";"FRANCE";"_T";"25";"IR_CSUP";"3";"T";"C";"A";"_Z";2023;0.2
"F";"FRANCE";"_T";"23";"KR_CSTP";"3";"TOE";"F";"A";"_Z";2023;109.5
"52";"REG";"_T";"_T";"KR_CSUP";"3";"T";"F";"A";"_Z";2023;4
"F";"FRANCE";"_T";"14";"JR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"32";"REG";"_T";"_T";"GAZR_USQ2";"3";"TOE";"C";"A";"_Z";2023;17.1
"F";"FRANCE";"E50T99";"_T";"FACTURE";"6";"EUR";"F";"A";"_Z";2023;3027.1
"F";"FRANCE";"_T";"C10T12";"LR_QAUP";"3";"L";"F";"A";"_Z";2023;27627.1
"F";"FRANCE";"_T";"21";"LR_QAUP";"3";"L";"F";"A";"_Z";2023;817.3
"75";"REG";"_T";"_T";"NR_CSTP";"3";"TOE";"F";"A";"_Z";2023;457.6
"F";"FRANCE";"_T";"21";"PR_USQ2";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"22";"PP_CSTP";"3";"TOE";"F";"A";"_Z";2023;17.3
"DOM";"OTHER";"_T";"_T";"PR_CSTP";"3";"TOE";"C";"A";"_Z";2023;1.1
"F";"FRANCE";"_T";"24";"QR_VALA";"6";"EUR";"F";"A";"_Z";2023;11.5
"F";"FRANCE";"_T";"17";"QR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.05
"F";"FRANCE";"_T";"13";"PR_USQ8";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"24";"LR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;1.1
"44";"REG";"_T";"_T";"PR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;5495.2
"F";"FRANCE";"_T";"38";"PP_CSTP";"3";"TOE";"C";"A";"_Z";2023;26.6
"F";"FRANCE";"_T";"B07T09";"BR_VEND";"0";"GWH";"F";"A";"_Z";2023;0
"27";"REG";"_T";"_T";"BIOR_PRIX";"0";"EUR_GWH";"F";"A";"_Z";2023;198.6
"F";"FRANCE";"_T";"16";"CONSBRT_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;669.6
"32";"REG";"_T";"_T";"BIOR_CSTP";"3";"TOE";"F";"A";"_Z";2023;7.4
"F";"FRANCE";"_T";"_T";"BR_PRIX";"0";"EUR_GWH";"F";"A";"1_2005";2006;51
"F";"FRANCE";"_T";"21";"BIOR_VALA";"6";"EUR";"F";"A";"_Z";2023;8.8
"F";"FRANCE";"E20T49";"_T";"BR_USQ9";"3";"TOE";"F";"A";"_Z";2023;111.3
"32";"REG";"_T";"_T";"CR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;51.1
"28";"REG";"_T";"_T";"BR_USQ2";"3";"TOE";"F";"A";"_Z";2023;512.8
"DOM";"OTHER";"_T";"_T";"BR_VEND";"0";"GWH";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"FACTURE";"6";"EUR";"F";"A";"1_2005";2019;13774
"F";"FRANCE";"_T";"32";"KR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"23";"JR_VALA";"6";"EUR";"F";"A";"_Z";2023;10.8
"F";"FRANCE";"E50T99";"_T";"CUR_CSTP";"3";"TOE";"F";"A";"_Z";2023;1266.5
"F";"FRANCE";"_T";"27";"CUR_CSTP";"3";"TOE";"F";"A";"_Z";2023;81.7
"F";"FRANCE";"_T";"25";"LR_CSTP";"3";"TOE";"F";"A";"_Z";2023;5.9
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"F";"A";"0_2005";2003;127
"F";"FRANCE";"_T";"_T";"LR_USQ2";"3";"TOE";"F";"A";"_Z";2023;5.1
"F";"FRANCE";"_T";"13";"QR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;0.9
"27";"REG";"_T";"_T";"GAZR_QAUP";"0";"GWH";"F";"A";"_Z";2023;5705.2
"F";"FRANCE";"_T";"_T";"FR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2012;171
"F";"FRANCE";"_T";"24";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;815
"F";"FRANCE";"E100T249";"_T";"QR_USQ3";"3";"TOE";"C";"A";"_Z";2023;0.5
"F";"FRANCE";"_T";"25";"OR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;351.9
"52";"REG";"_T";"_T";"OR_QAUP";"3";"T";"F";"A";"_Z";2023;151.6
"F";"FRANCE";"_T";"38";"QR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.09
"11";"REG";"_T";"_T";"PR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"24";"REG";"_T";"_T";"QR_USQ9";"3";"TOE";"F";"A";"_Z";2023;5.5
"F";"FRANCE";"E100T249";"_T";"LR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;9.5
"24";"REG";"_T";"_T";"PR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0.1
"32";"REG";"_T";"_T";"QR_PRIX";"0";"EUR_L";"C";"A";"_Z";2023;1.09
"F";"FRANCE";"_T";"22";"BR_CSUP";"0";"GWH";"F";"A";"_Z";2023;5123.2
"F";"FRANCE";"_T";"30";"BR_CONTRAT_FIN_5_PROP";"0";"PT";"F";"A";"_Z";2023;17.8
"F";"FRANCE";"_T";"_T";"BR_PCT";"0";"PT";"F";"A";"1_2005";2020;33
"F";"FRANCE";"_T";"_T";"BR_PRIX";"0";"EUR_GWH";"F";"A";"1_2005";2022;109.9
"F";"FRANCE";"E100T249";"_T";"BIOR_VALA";"6";"EUR";"F";"A";"_Z";2023;5.1
"F";"FRANCE";"_T";"C10T12";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;49.9
"F";"FRANCE";"_T";"23";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;40.9
"F";"FRANCE";"_T";"C10T12";"BIOR_QAUP";"0";"GWH";"F";"A";"_Z";2023;39.7
"F";"FRANCE";"_T";"38";"BIOR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0.1
"27";"REG";"_T";"_T";"BR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;32.2
"F";"FRANCE";"_T";"_T";"JR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2010;515
"F";"FRANCE";"_T";"_T";"KR_CSTP";"3";"TOE";"F";"A";"_Z";2023;175.2
"F";"FRANCE";"_T";"13";"IR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"23";"JR_QAUP";"3";"T";"F";"A";"_Z";2023;12.8
"DOM";"OTHER";"_T";"_T";"LR_CSUP";"3";"L";"F";"A";"_Z";2023;8768.5
"F";"FRANCE";"_T";"21";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;148.5
"F";"FRANCE";"_T";"13";"IR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"25";"IR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0.1
"F";"FRANCE";"E20T49";"_T";"KR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;692.1
"F";"FRANCE";"_T";"29";"CR_VTTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"33";"KR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0.2
"F";"FRANCE";"_T";"C10T12";"MR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"C10T12";"QR_USQ4";"3";"TOE";"F";"A";"_Z";2023;2.1
"F";"FRANCE";"_T";"26";"QR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"26";"PR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"15";"OR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;101.5
"F";"FRANCE";"_T";"_T";"QR_PRIX";"0";"EUR_L";"F";"L";"0_2005";2003;
"F";"FRANCE";"_T";"31";"PR_VEND";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"PR_PRIX";"0";"EUR_T";"F";"L";"1_2005";2007;
"32";"REG";"_T";"_T";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;75.5
"F";"FRANCE";"_T";"B07T09";"OR_CSTP";"3";"TOE";"C";"A";"_Z";2023;2.1
"F";"FRANCE";"_T";"_T";"LR_USQ4";"3";"TOE";"F";"A";"_Z";2023;33.3
"F";"FRANCE";"_T";"_T";"AUTRE_CSTP";"3";"TOE";"F";"A";"_Z";2023;3737.2
"F";"FRANCE";"_T";"21";"CONSNET_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;436.9
"F";"FRANCE";"_T";"16";"BIOR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"24";"BR_QAUP";"0";"GWH";"F";"A";"_Z";2023;17940
"F";"FRANCE";"E20T49";"_T";"BR_AUCO";"0";"GWH";"F";"A";"_Z";2023;281.1
"F";"FRANCE";"_T";"29";"BR_PRIX";"0";"EUR_GWH";"C";"A";"_Z";2023;170.9
"F";"FRANCE";"E250T499";"_T";"CMSR_CSTP";"3";"TOE";"F";"A";"_Z";2023;326
"F";"FRANCE";"_T";"33";"BR_AUCO";"0";"GWH";"C";"A";"_Z";2023;8
"F";"FRANCE";"_T";"15";"AUTRE_CSTP";"3";"TOE";"C";"A";"_Z";2023;0.3
"F";"FRANCE";"_T";"38";"BR_QAUP";"0";"GWH";"F";"A";"_Z";2023;693.1
"F";"FRANCE";"_T";"33";"CONSNET_MILLIERS";"3";"TOE";"C";"A";"_Z";2023;75.9
"F";"FRANCE";"E20T49";"_T";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;464.4
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"C";"L";"1_2005";2019;
"F";"FRANCE";"_T";"32";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;19.3
"27";"REG";"_T";"_T";"GAZR_USQ9";"3";"TOE";"C";"A";"_Z";2023;0
"52";"REG";"_T";"_T";"JR_CSUP";"3";"T";"C";"A";"_Z";2023;17
"F";"FRANCE";"_T";"_T";"GR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2012;118
"F";"FRANCE";"_T";"25";"JR_CSUP";"3";"T";"C";"A";"_Z";2023;18.3
"F";"FRANCE";"_T";"32";"LR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"29";"LR_USQ3";"3";"TOE";"C";"A";"_Z";2023;0.1
"84";"REG";"_T";"_T";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;55.6
"93";"REG";"_T";"_T";"YR_CSTP";"3";"TOE";"C";"A";"_Z";2023;18.8
"11";"REG";"_T";"_T";"PR_USQ4";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"31";"QR_CSUP";"3";"L";"F";"A";"_Z";2023;124.9
"F";"FRANCE";"_T";"_T";"OR_PRIX";"0";"EUR_T";"F";"L";"1_2005";2005;
"F";"FRANCE";"E_GE500";"_T";"OR_VALA";"6";"EUR";"F";"A";"_Z";2023;22
"F";"FRANCE";"_T";"27";"OR_CSUP";"3";"T";"C";"A";"_Z";2023;1.7
"F";"FRANCE";"_T";"14";"PR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"_T";"OR_PRIX";"0";"EUR_T";"F";"L";"0_2005";2000;
"28";"REG";"_T";"_T";"PR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;3391.7
"44";"REG";"_T";"_T";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;9.3
"F";"FRANCE";"_T";"_T";"PP_PCT";"0";"PT";"F";"A";"1_2005";2015;5
"53";"REG";"_T";"_T";"CR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;46.5
"F";"FRANCE";"E_GE500";"_T";"CMSR_CSUP";"3";"T";"F";"A";"_Z";2023;4773.7
"F";"FRANCE";"_T";"18";"BR_NTHE";"0";"GWH";"C";"A";"_Z";2023;1.4
"44";"REG";"_T";"_T";"CMSR_CSTP";"3";"TOE";"F";"A";"_Z";2023;404.1
"F";"FRANCE";"_T";"15";"BR_CSTP";"3";"TOE";"F";"A";"_Z";2023;9.1
"24";"REG";"_T";"_T";"CR_QAUP";"3";"T";"F";"A";"_Z";2023;145.5
"F";"FRANCE";"_T";"20";"BIOR_PRIX";"0";"EUR_GWH";"F";"A";"_Z";2023;53.1
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"1_2005";2011;5
"F";"FRANCE";"_T";"28";"CR_VALA";"6";"EUR";"F";"A";"_Z";2023;1.6
"24";"REG";"_T";"_T";"BR_CONTRAT_FIN_4_PROP";"0";"PT";"F";"A";"_Z";2023;11.1
"F";"FRANCE";"_T";"_T";"IR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2008;149
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2005;227
"93";"REG";"_T";"_T";"IR_CSTP";"3";"TOE";"C";"A";"_Z";2023;97.3
"F";"FRANCE";"_T";"28";"CUR_CSTP";"3";"TOE";"F";"A";"_Z";2023;107.9
"24";"REG";"_T";"_T";"GAZR_CSUP";"0";"GWH";"F";"A";"_Z";2023;3901.5
"F";"FRANCE";"_T";"29";"DR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;63.6
"F";"FRANCE";"_T";"21";"LR_USQ2";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"14";"IR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"38";"EFFECTIF";"0";"_Z";"F";"A";"_Z";2023;449
"11";"REG";"_T";"_T";"QR_USQ2";"3";"TOE";"C";"A";"_Z";2023;0.2
"53";"REG";"_T";"_T";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;28.8
"52";"REG";"_T";"_T";"PR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"18";"QR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"OR_PRIX";"0";"EUR_T";"F";"L";"1_2005";2010;
"44";"REG";"_T";"_T";"PR_VEND";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"21";"QR_CSUP";"3";"L";"F";"A";"_Z";2023;217.8
"F";"FRANCE";"_T";"15";"LR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;0.4
"F";"FRANCE";"_T";"26";"QR_QAUP";"3";"L";"F";"A";"_Z";2023;51.7
"F";"FRANCE";"_T";"28";"LR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;0.2
"52";"REG";"_T";"_T";"BIOR_CSTP";"3";"TOE";"F";"A";"_Z";2023;3.2
"75";"REG";"_T";"_T";"CR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;39
"52";"REG";"_T";"_T";"CR_QAUP";"3";"T";"F";"A";"_Z";2023;698
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"0_2005";2000;4
"53";"REG";"_T";"_T";"BR_NTHE";"0";"GWH";"F";"A";"_Z";2023;15.2
"F";"FRANCE";"_T";"27";"BR_CONTRAT_FIN_3_PROP";"0";"PT";"F";"A";"_Z";2023;10.7
"F";"FRANCE";"_T";"_T";"BR_PROD";"0";"GWH";"F";"A";"_Z";2023;5310.6
"84";"REG";"_T";"_T";"CMSR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;448.4
"F";"FRANCE";"E100T249";"_T";"CR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;45.9
"F";"FRANCE";"_T";"_T";"BR_PRIX";"0";"EUR_GWH";"F";"A";"1_2005";2010;57
"32";"REG";"_T";"_T";"KR_QAUP";"3";"T";"C";"A";"_Z";2023;40.5
"F";"FRANCE";"_T";"_T";"JR_CSUP";"3";"T";"F";"A";"_Z";2023;1742.1
"F";"FRANCE";"E250T499";"_T";"DR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;31.7
"F";"FRANCE";"E250T499";"_T";"GAZR_QAUP";"0";"GWH";"F";"A";"_Z";2023;30492.4
"53";"REG";"_T";"_T";"GAZR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"23";"KR_VALA";"6";"EUR";"F";"A";"_Z";2023;58.5
"F";"FRANCE";"_T";"18";"CUR_CSTP";"3";"TOE";"F";"A";"_Z";2023;23.7
"F";"FRANCE";"_T";"25";"IR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;586.7
"F";"FRANCE";"E250T499";"_T";"KR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;662.6
"F";"FRANCE";"_T";"28";"IR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"20";"BR_USQ7";"3";"TOE";"F";"A";"_Z";2023;2926.3
"F";"FRANCE";"_T";"24";"AUTRE_CSTP";"3";"TOE";"C";"A";"_Z";2023;19.9
"F";"FRANCE";"_T";"23";"CMSR_CSUP";"3";"T";"F";"A";"_Z";2023;302
"F";"FRANCE";"_T";"23";"BR_PRIX";"0";"EUR_GWH";"C";"A";"_Z";2023;121.5
"24";"REG";"_T";"_T";"BR_CSUP";"0";"GWH";"F";"A";"_Z";2023;3177.7
"52";"REG";"_T";"_T";"COMBPRB";"3";"TOE";"C";"A";"_Z";2023;3.8
"F";"FRANCE";"_T";"31";"BIOR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"28";"BR_USQ2";"3";"TOE";"F";"A";"_Z";2023;232.1
"F";"FRANCE";"_T";"27";"CR_QAUP";"3";"T";"F";"A";"_Z";2023;17.3
