"GEO";"GEO_OBJECT";"NUMBER_EMPL";"ACTIVITY";"EACEI_MEASURE";"UNIT_MULT";"UNIT_MEASURE";"CONF_STATUS";"OBS_STATUS";"COMPARE_TIME";"TIME_PERIOD";"OBS_VALUE"
"F";"FRANCE";"_T";"33";"LR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"27";"REG";"_T";"_T";"LR_USQ3";"3";"TOE";"C";"A";"_Z";2023;0.3
"F";"FRANCE";"_T";"38";"NR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"13";"AUTRE_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"24";"BIOR_PRIX";"0";"EUR_GWH";"F";"L";"_Z";2023;
"75";"REG";"_T";"_T";"BR_AUCO";"0";"GWH";"F";"A";"_Z";2023;274.1
"76";"REG";"_T";"_T";"BR_AUCO";"0";"GWH";"C";"A";"_Z";2023;166.9
"F";"FRANCE";"_T";"B07T09";"CUR_CSTP";"3";"TOE";"F";"A";"_Z";2023;99.4
"53";"REG";"_T";"_T";"BR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;9.8
"84";"REG";"_T";"_T";"DR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;24.4
"DOM";"OTHER";"_T";"_T";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"14";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;58.1
"F";"FRANCE";"_T";"16";"PR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0
"24";"REG";"_T";"_T";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;62.5
"27";"REG";"_T";"_T";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;62.7
"28";"REG";"_T";"_T";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;60.5
"24";"REG";"_T";"_T";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;53.3
"F";"FRANCE";"_T";"33";"BR_CONTRAT_FIN_5_PROP";"0";"PT";"F";"A";"_Z";2023;22.3
"F";"FRANCE";"_T";"27";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;68.2
"F";"FRANCE";"_T";"30";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;85.9
"11";"REG";"_T";"_T";"BR_USQ4";"3";"TOE";"F";"A";"_Z";2023;42.4
"F";"FRANCE";"_T";"_T";"GR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2006;81
"F";"FRANCE";"_T";"_T";"GR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2007;79
"F";"FRANCE";"_T";"_T";"GR_PRIX";"0";"EUR_T";"C";"L";"1_2005";2021;
"32";"REG";"_T";"_T";"QR_CSTP";"3";"TOE";"C";"A";"_Z";2023;35.7
"DOM";"OTHER";"_T";"_T";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0.3
"F";"FRANCE";"_T";"17";"PR_USQ9";"3";"TOE";"F";"A";"_Z";2023;0
"28";"REG";"_T";"_T";"QR_CSUP";"3";"L";"C";"A";"_Z";2023;8295.9
"F";"FRANCE";"_T";"_T";"LR_USQ3";"3";"TOE";"F";"A";"_Z";2023;14.4
"F";"FRANCE";"_T";"_T";"CMSR_QAUP";"3";"T";"F";"A";"_Z";2023;5816
"F";"FRANCE";"_T";"33";"JR_CSUP";"3";"T";"F";"A";"_Z";2023;4.1
"F";"FRANCE";"_T";"_T";"PR_PRIX";"0";"EUR_T";"F";"L";"0_2005";1996;
"84";"REG";"_T";"_T";"PR_VALA";"6";"EUR";"F";"A";"_Z";2023;18.4
"52";"REG";"_T";"_T";"CMSR_QAUP";"3";"T";"C";"A";"_Z";2023;16.3
"F";"FRANCE";"_T";"21";"BR_VALA";"6";"EUR";"F";"A";"_Z";2023;410.7
"F";"FRANCE";"_T";"31";"LR_CSUP";"3";"L";"F";"A";"_Z";2023;1002.9
"F";"FRANCE";"_T";"28";"LR_USQ2";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"F";"A";"0_2005";1999;98
"F";"FRANCE";"_T";"38";"QR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0.6
"F";"FRANCE";"_T";"15";"KR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"21";"IR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"24";"PR_CSTP";"3";"TOE";"F";"A";"_Z";2023;8
"F";"FRANCE";"_T";"33";"OR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"31";"BR_THER";"0";"GWH";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"BIOR_PRIX";"0";"EUR_GWH";"F";"L";"1_2005";2010;
"F";"FRANCE";"_T";"_T";"BIOR_PRIX";"0";"EUR_GWH";"F";"L";"1_2005";2019;
"F";"FRANCE";"_T";"14";"CR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"GR_PRIX";"0";"EUR_T";"F";"L";"0_2005";2003;
"F";"FRANCE";"_T";"17";"PR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"28";"IR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"17";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"31";"KR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"26";"IR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"14";"CAR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"22";"PR_PROD";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"38";"KR_VALA";"6";"EUR";"C";"A";"_Z";2023;0.1
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"C";"L";"1_2005";2021;
"F";"FRANCE";"_T";"_T";"BIOR_PRIX";"0";"EUR_GWH";"F";"L";"1_2005";2008;
"F";"FRANCE";"_T";"38";"LR_QAUP";"3";"L";"F";"A";"_Z";2023;1020.2
"F";"FRANCE";"_T";"14";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"B07T09";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"OR_PRIX";"0";"EUR_T";"F";"L";"0_2005";1997;
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"C";"L";"1_2005";2020;
"F";"FRANCE";"_T";"15";"IR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"17";"LR_USQ2";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"30";"IR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"20";"CR_VTTP";"3";"TOE";"F";"A";"_Z";2023;234
"F";"FRANCE";"_T";"16";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;20.4
"F";"FRANCE";"_T";"33";"BR_USQ6";"3";"TOE";"F";"A";"_Z";2023;149.6
"F";"FRANCE";"_T";"_T";"GR_PRIX";"0";"EUR_T";"C";"A";"1_2005";2023;124.9
"F";"FRANCE";"_T";"13";"PR_PROD";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"28";"LR_VALA";"6";"EUR";"F";"A";"_Z";2023;5.3
"44";"REG";"_T";"_T";"PR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"30";"PR_USQ9";"3";"TOE";"C";"A";"_Z";2023;0
"24";"REG";"_T";"_T";"PR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"E_GE500";"_T";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;311.5
"44";"REG";"_T";"_T";"XR_CSTP";"3";"TOE";"F";"A";"_Z";2023;53.5
"53";"REG";"_T";"_T";"NR_CSTP";"3";"TOE";"C";"A";"_Z";2023;3.8
"11";"REG";"_T";"_T";"LR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0.6
"F";"FRANCE";"_T";"22";"QR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"E50T99";"_T";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;248.9
"F";"FRANCE";"_T";"24";"PR_USQ4";"3";"TOE";"C";"A";"_Z";2023;1.5
"F";"FRANCE";"_T";"13";"OR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"E_GE500";"_T";"QR_USQ2";"3";"TOE";"F";"A";"_Z";2023;2.2
"F";"FRANCE";"_T";"_T";"OR_PRIX";"0";"EUR_T";"F";"L";"0_2005";1999;
"F";"FRANCE";"_T";"25";"XR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0.1
"53";"REG";"_T";"_T";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"16";"PR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"13";"QR_PRIX";"0";"EUR_L";"C";"A";"_Z";2023;1.02
"F";"FRANCE";"E50T99";"_T";"QR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0.9
"F";"FRANCE";"_T";"18";"PR_PROD";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"C10T12";"XR_CSTP";"3";"TOE";"F";"A";"_Z";2023;17.5
"93";"REG";"_T";"_T";"QR_USQ9";"3";"TOE";"F";"A";"_Z";2023;15.6
"F";"FRANCE";"_T";"28";"YR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"PR_USQ2";"3";"TOE";"F";"A";"_Z";2023;328.5
"F";"FRANCE";"_T";"32";"QR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"16";"OR_QAUP";"3";"T";"F";"A";"_Z";2023;388.5
"52";"REG";"_T";"_T";"PR_QAUP";"3";"T";"C";"A";"_Z";2023;0
"84";"REG";"_T";"_T";"OR_VALA";"6";"EUR";"F";"A";"_Z";2023;13.6
"F";"FRANCE";"_T";"20";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;84.7
"F";"FRANCE";"_T";"13";"QR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0.2
"F";"FRANCE";"_T";"25";"QR_CSTP";"3";"TOE";"F";"A";"_Z";2023;3.7
"F";"FRANCE";"_T";"27";"PR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"16";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;340.3
"F";"FRANCE";"_T";"C10T12";"OR_QAUP";"3";"T";"F";"A";"_Z";2023;695.5
"32";"REG";"_T";"_T";"PR_CSTP";"3";"TOE";"C";"A";"_Z";2023;36.1
"F";"FRANCE";"E50T99";"_T";"PR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"20";"PR_USQ4";"3";"TOE";"C";"A";"_Z";2023;8.4
"93";"REG";"_T";"_T";"OR_CSUP";"3";"T";"F";"A";"_Z";2023;137.9
"F";"FRANCE";"E250T499";"_T";"QR_CSTP";"3";"TOE";"F";"A";"_Z";2023;11.6
"F";"FRANCE";"_T";"38";"QR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0.5
"11";"REG";"_T";"_T";"PR_QAUP";"3";"T";"C";"A";"_Z";2023;0
"32";"REG";"_T";"_T";"QR_USQ4";"3";"TOE";"F";"A";"_Z";2023;1.9
"F";"FRANCE";"_T";"15";"PR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"32";"REG";"_T";"_T";"PR_PROD";"3";"T";"C";"A";"_Z";2023;7.3
"28";"REG";"_T";"_T";"QR_CSTP";"3";"TOE";"C";"A";"_Z";2023;7
"F";"FRANCE";"_T";"15";"YR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"27";"REG";"_T";"_T";"PR_USQ8";"3";"TOE";"C";"A";"_Z";2023;14.3
"F";"FRANCE";"_T";"14";"PR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"38";"OR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0.1
"84";"REG";"_T";"_T";"QR_CSTP";"3";"TOE";"F";"A";"_Z";2023;11.9
"F";"FRANCE";"_T";"C10T12";"PR_USQ8";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"32";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"22";"QR_QAUP";"3";"L";"F";"A";"_Z";2023;1922
"44";"REG";"_T";"_T";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;362
"F";"FRANCE";"_T";"_T";"QR_USQ3";"3";"TOE";"F";"A";"_Z";2023;4.4
"F";"FRANCE";"E100T249";"_T";"QR_CSUP";"3";"L";"F";"A";"_Z";2023;43398.3
"84";"REG";"_T";"_T";"OR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;40.4
"F";"FRANCE";"_T";"18";"PR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"PP_PCT";"0";"PT";"F";"A";"0_2005";1998;17
"F";"FRANCE";"E250T499";"_T";"QR_VALA";"6";"EUR";"F";"A";"_Z";2023;14.6
"F";"FRANCE";"_T";"_T";"QR_PRIX";"0";"EUR_L";"F";"A";"1_2005";2021;0.73
"F";"FRANCE";"E100T249";"_T";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;9.4
"F";"FRANCE";"_T";"13";"QR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"38";"PR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"20";"QR_CSTP";"3";"TOE";"F";"A";"_Z";2023;4.6
"F";"FRANCE";"_T";"20";"OR_QAUP";"3";"T";"F";"A";"_Z";2023;272.1
"F";"FRANCE";"_T";"14";"QR_PRIX";"0";"EUR_L";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"28";"QR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0.7
"F";"FRANCE";"_T";"B07T09";"QR_USQ4";"3";"TOE";"F";"A";"_Z";2023;3.2
"F";"FRANCE";"_T";"29";"XR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"75";"REG";"_T";"_T";"QR_CSUP";"3";"L";"F";"A";"_Z";2023;28877.1
"F";"FRANCE";"_T";"30";"PR_USQ2";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"24";"PR_CSUP";"3";"T";"F";"A";"_Z";2023;2.4
"F";"FRANCE";"_T";"20";"OR_CSUP";"3";"T";"F";"A";"_Z";2023;329.4
"F";"FRANCE";"_T";"29";"PR_CSUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"23";"OR_VALA";"6";"EUR";"F";"A";"_Z";2023;25.9
"F";"FRANCE";"_T";"20";"LR_USQ4";"3";"TOE";"F";"A";"_Z";2023;2.2
"75";"REG";"_T";"_T";"QR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0.1
"F";"FRANCE";"_T";"24";"QR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.05
"F";"FRANCE";"_T";"25";"PR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"14";"PR_VEND";"3";"T";"F";"A";"_Z";2023;0
"28";"REG";"_T";"_T";"PR_AUCO";"3";"T";"C";"A";"_Z";2023;54.3
"75";"REG";"_T";"_T";"XR_CSTP";"3";"TOE";"F";"A";"_Z";2023;65.1
"F";"FRANCE";"_T";"29";"LR_USQ4";"3";"TOE";"F";"A";"_Z";2023;1
"F";"FRANCE";"_T";"17";"PR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"18";"OR_VALA";"6";"EUR";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"25";"QR_CSUP";"3";"L";"F";"A";"_Z";2023;4430.9
"F";"FRANCE";"_T";"38";"PR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"22";"OR_CSUP";"3";"T";"C";"A";"_Z";2023;5.4
"F";"FRANCE";"_T";"33";"XR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"QR_PRIX";"0";"EUR_L";"F";"L";"0_2005";1999;
"F";"FRANCE";"E20T49";"_T";"OR_CSUP";"3";"T";"F";"A";"_Z";2023;355.9
"F";"FRANCE";"E250T499";"_T";"LR_USQFAB";"3";"TOE";"C";"A";"_Z";2023;3.4
"F";"FRANCE";"_T";"21";"PR_VALA";"6";"EUR";"C";"A";"_Z";2023;0.1
"F";"FRANCE";"_T";"22";"QR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0.3
"24";"REG";"_T";"_T";"XR_CSTP";"3";"TOE";"F";"A";"_Z";2023;6.5
"F";"FRANCE";"_T";"_T";"QR_PRIX";"0";"EUR_L";"F";"A";"1_2005";2022;1.13
"F";"FRANCE";"_T";"14";"QR_QAUP";"3";"L";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"38";"OR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;108
"F";"FRANCE";"_T";"30";"OR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;69.3
"F";"FRANCE";"_T";"24";"QR_QAUP";"3";"L";"F";"A";"_Z";2023;10895.5
"F";"FRANCE";"_T";"22";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"84";"REG";"_T";"_T";"QR_CSUP";"3";"L";"F";"A";"_Z";2023;14140.4
"F";"FRANCE";"_T";"26";"LR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"20";"PR_CSTP";"3";"TOE";"F";"A";"_Z";2023;454.2
"F";"FRANCE";"_T";"28";"QR_USQ4";"3";"TOE";"C";"A";"_Z";2023;0.3
"28";"REG";"_T";"_T";"PR_USQ2";"3";"TOE";"C";"A";"_Z";2023;183.8
"F";"FRANCE";"_T";"C10T12";"LR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;13.2
"11";"REG";"_T";"_T";"PR_PROD";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"22";"QR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"22";"YR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"28";"OR_CSTP";"3";"TOE";"C";"A";"_Z";2023;1.2
"F";"FRANCE";"_T";"20";"PR_PROD";"3";"T";"F";"A";"_Z";2023;143.6
"F";"FRANCE";"_T";"_T";"PR_CSTP";"3";"TOE";"F";"A";"_Z";2023;477
"F";"FRANCE";"_T";"28";"BR_CSUP";"0";"GWH";"F";"A";"_Z";2023;1658.4
"F";"FRANCE";"E20T49";"_T";"BR_CSTP";"3";"TOE";"F";"A";"_Z";2023;944.5
"27";"REG";"_T";"_T";"CAR_CSTP";"3";"TOE";"C";"A";"_Z";2023;138.6
"F";"FRANCE";"_T";"_T";"CMS_PCT";"0";"PT";"F";"A";"1_2005";2005;5
"F";"FRANCE";"E20T49";"_T";"BR_CONTRAT_FIN_4_PROP";"0";"PT";"F";"A";"_Z";2023;9.3
"F";"FRANCE";"_T";"_T";"BR_USQ8";"3";"TOE";"F";"A";"_Z";2023;3170.8
"DOM";"OTHER";"_T";"_T";"COMBPRB";"3";"TOE";"F";"A";"_Z";2023;0.2
"F";"FRANCE";"_T";"28";"BR_CSTP";"3";"TOE";"F";"A";"_Z";2023;142.6
"93";"REG";"_T";"_T";"BR_QAUP";"0";"GWH";"F";"A";"_Z";2023;7244
"F";"FRANCE";"E100T249";"_T";"CR_VALA";"6";"EUR";"F";"A";"_Z";2023;370.5
"F";"FRANCE";"_T";"16";"QR_CSTP";"3";"TOE";"F";"A";"_Z";2023;21.5
"F";"FRANCE";"_T";"25";"PR_VALA";"6";"EUR";"F";"A";"_Z";2023;1.4
"75";"REG";"_T";"_T";"PR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"18";"LR_USQFAB";"3";"TOE";"C";"A";"_Z";2023;0
"DOM";"OTHER";"_T";"_T";"OR_CSUP";"3";"T";"F";"A";"_Z";2023;1
"24";"REG";"_T";"_T";"PR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;6648.6
"F";"FRANCE";"_T";"30";"QR_CSUP";"3";"L";"F";"A";"_Z";2023;1350.9
"F";"FRANCE";"_T";"B07T09";"YR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"17";"QR_CSUP";"3";"L";"F";"A";"_Z";2023;3559.8
"F";"FRANCE";"_T";"25";"PR_USQ4";"3";"TOE";"C";"A";"_Z";2023;0.1
"F";"FRANCE";"_T";"33";"QR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0.5
"28";"REG";"_T";"_T";"PR_QAUP";"3";"T";"F";"A";"_Z";2023;1
"F";"FRANCE";"_T";"_T";"PR_VALA";"6";"EUR";"F";"A";"_Z";2023;139.8
"F";"FRANCE";"_T";"_T";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;1281.3
"F";"FRANCE";"_T";"B07T09";"PR_USQ4";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"29";"PR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0
"75";"REG";"_T";"_T";"QR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;2.6
"F";"FRANCE";"_T";"24";"YR_CSTP";"3";"TOE";"C";"A";"_Z";2023;3.2
"27";"REG";"_T";"_T";"OR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;47.6
"F";"FRANCE";"_T";"38";"MR_CSTP";"3";"TOE";"C";"A";"_Z";2023;19.5
"F";"FRANCE";"_T";"13";"OR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;303.2
"F";"FRANCE";"E250T499";"_T";"BR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;26.5
"F";"FRANCE";"_T";"30";"BR_USQ6";"3";"TOE";"F";"A";"_Z";2023;341.1
"F";"FRANCE";"_T";"16";"BR_USQ1";"3";"TOE";"F";"A";"_Z";2023;2019.6
"F";"FRANCE";"_T";"B07T09_E383";"CMSR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"B07T09";"BR_USQ2";"3";"TOE";"F";"A";"_Z";2023;1.2
"24";"REG";"_T";"_T";"BR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;32.8
"F";"FRANCE";"_T";"_T";"CR_PRIX";"0";"EUR_T";"F";"A";"0_2005";2003;13
"F";"FRANCE";"_T";"32";"BR_USQ7";"3";"TOE";"F";"A";"_Z";2023;121.1
"F";"FRANCE";"_T";"14";"BIOR_QAUP";"0";"GWH";"C";"A";"_Z";2023;3
"F";"FRANCE";"_T";"_T";"BR_PCT";"0";"PT";"F";"A";"1_2005";2018;35
"F";"FRANCE";"_T";"14";"YR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"28";"REG";"_T";"_T";"OR_CSTP";"3";"TOE";"F";"A";"_Z";2023;44.1
"F";"FRANCE";"_T";"B07T09";"PR_AUCO";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"E_GE500";"_T";"PR_USQ4";"3";"TOE";"C";"A";"_Z";2023;8.4
"F";"FRANCE";"_T";"16";"XR_CSTP";"3";"TOE";"C";"A";"_Z";2023;10.7
"24";"REG";"_T";"_T";"LR_USQFAB";"3";"TOE";"C";"A";"_Z";2023;0.6
"F";"FRANCE";"_T";"28";"OR_VALA";"6";"EUR";"C";"A";"_Z";2023;0.3
"F";"FRANCE";"_T";"28";"QR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.13
"F";"FRANCE";"E50T99";"_T";"PR_PROD";"3";"T";"C";"A";"_Z";2023;0.3
"F";"FRANCE";"_T";"24";"BR_NTHE";"0";"GWH";"F";"A";"_Z";2023;113.1
"F";"FRANCE";"_T";"23";"BR_VEND";"0";"GWH";"C";"A";"_Z";2023;8.6
"F";"FRANCE";"_T";"18";"BIOR_QAUP";"0";"GWH";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"C10T12";"BR_USQ9";"3";"TOE";"F";"A";"_Z";2023;90.2
"F";"FRANCE";"_T";"16";"BR_USQ9";"3";"TOE";"F";"A";"_Z";2023;14.5
"75";"REG";"_T";"_T";"BR_USQ4";"3";"TOE";"F";"A";"_Z";2023;259.3
"F";"FRANCE";"E50T99";"_T";"BR_USQ1";"3";"TOE";"F";"A";"_Z";2023;6400.2
"F";"FRANCE";"_T";"28";"CR_QAUP";"3";"T";"F";"A";"_Z";2023;20
"F";"FRANCE";"_T";"17";"CAR_CSTP";"3";"TOE";"F";"A";"_Z";2023;1073
"24";"REG";"_T";"_T";"BR_THER";"0";"GWH";"F";"A";"_Z";2023;226.9
"F";"FRANCE";"_T";"22";"DR_CONTRAT_FIN_3_PROP";"0";"PT";"F";"A";"_Z";2023;8.8
"DOM";"OTHER";"_T";"_T";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;2.6
"76";"REG";"_T";"_T";"IR_VALA";"6";"EUR";"F";"A";"_Z";2023;9.3
"F";"FRANCE";"_T";"17";"DR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;39.1
"F";"FRANCE";"_T";"31";"GAZR_USQ9";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"E_GE500";"_T";"CR_VTTP";"3";"TOE";"F";"A";"_Z";2023;140.8
"76";"REG";"_T";"_T";"GAZR_USQ9";"3";"TOE";"F";"A";"_Z";2023;0.1
"F";"FRANCE";"_T";"27";"IR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"28";"JR_CSTP";"3";"TOE";"F";"A";"_Z";2023;8.5
"F";"FRANCE";"_T";"24";"GAZR_USQ3";"3";"TOE";"C";"A";"_Z";2023;1.7
"24";"REG";"_T";"_T";"QR_USQ3";"3";"TOE";"F";"A";"_Z";2023;1.6
"11";"REG";"_T";"_T";"QR_USQ3";"3";"TOE";"C";"A";"_Z";2023;0.1
"F";"FRANCE";"_T";"32";"QR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.59
"52";"REG";"_T";"_T";"LR_VALA";"6";"EUR";"F";"A";"_Z";2023;6
"F";"FRANCE";"_T";"29";"YR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"27";"REG";"_T";"_T";"OR_CSTP";"3";"TOE";"C";"A";"_Z";2023;70.2
"F";"FRANCE";"_T";"20";"QR_USQ4";"3";"TOE";"C";"A";"_Z";2023;0.2
"F";"FRANCE";"_T";"18";"OR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"30";"QR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.07
"F";"FRANCE";"_T";"_T";"OR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2012;37
"53";"REG";"_T";"_T";"CMSR_CSUP";"3";"T";"F";"A";"_Z";2023;0
