code,label
TOE,Tonnes d'équivalent pétrole
GWH,Gigawattheure
EUR_GWH,Euros par gigawattheure
EUR,Euros
PT,Pourcentage
_Z,Nombre
EUR_T,Euros par tonne
T,Tonne
L,Litre
EUR_L,Euros par litre
