teff_code,teff_label,Facture énergétique (en millions d'euros courants),Combustibles minéraux solides achetés (en milliers de tonnes),Consommation de combustibles minéraux solides (en milliers de tonnes),Valeur des achats de combustibles minéraux solides (en millions d'euros),Prix moyen des combustibles minéraux solides (en €/t),Quantités achetées de gaz (en GWh),Consommation de gaz naturel et autres gaz (en GWh),Valeur des achats de gaz (en millions d'euros),Prix moyen annuel du gaz de réseau (en €/MWh),Quantités achetées de biogaz et biométhane (en GWh),Consommation de biogaz et biométhane (en GWh),Valeur des achats de biogaz et biométhane (en millions d'euros),Prix moyen annuel du biogaz et biométhane (en €/t),Quantités achetées de coke de pétrole (en milliers de tonnes),Consommation de coke de pétrole (en milliers de tonnes),Valeur des achats de coke de pétrole (en millions d'euros),Prix moyen annuel du coke de pétrole (en €/t),Quantités achetées de butane-propane (en milliers de tonnes),Consommation de butane-propane (en milliers de tonnes),Valeur des achats de butane-propane (en millions d'euros),Prix moyen annuel du butane-propane (en €/t),Quantités achetées de fioul lourd (en milliers de tonnes),Consommation de fioul lourd (en milliers de tonnes),Valeur des achats de fioul lourd (en millions d'euros),Prix moyen annuel du fioul lourd (en €/t),Quantités achetées de fioul domestique (en milliers de litres),Consommation de fioul domestique (en milliers de litres),Valeur des achats de fioul domestique (en millions d'euros),Prix moyen annuel du fioul domestique (en €/l),Quantités achetées de gazole non routier (en milliers de litres),Consommation de gazole non routier (en milliers de litres),Valeur des achats de gazole non routier (en millions d'euros),Prix moyen annuel du gazole non routier (en €/l),Quantités achetées de bois (en milliers de tonnes),Consommation de bois et sous-produit du bois (en milliers de tonnes),Valeur des achats de bois (en millions d'euros),Prix moyen annuel du bois (en €/t),Vapeur achetée (en milliers de tonnes),Valeur des achats de vapeur (en millions d'euros),Prix moyen annuel de la vapeur (en €/t),Quantités achetées d’hydrogène (en milliers de tonnes),Consommation d’hydrogène (en milliers de tonnes),Quantité d’hydrogène autoproduite (en milliers de tonnes),Valeur des achats d’hydrogène (en millions d'euros),Prix moyen annuel d’hydrogène (en €/t),Quantité d’hydrogène autoproduite et consommée (en milliers de tonnes),Quantité d’hydrogène autoproduite et vendue (en milliers de tonnes),Électricité achetée (en GWh),T2 Consommation d’électricité (en GWh),Électricité autoproduite (en GWh),Valeur des achats d'électricité (en millions d'euros),Prix moyen annuel de l’électricité (en €/MWh)
100-249,100 à 249 salariés,3867,665.0,681.0,108.0,462.0,45634,45634,1464,32,,,,,547,551,59,108.0,83.0,83.0,65.0,789.0,,,,,66118,66675,51,1,,,,,692.0,1152.0,26.0,37.0,13420,170,25,,,,,,,,27039,27865,,1807,67
20-49,20 à 49 salariés,1723,11.0,10.0,3.0,320.0,10477,10477,386,37,,,,,46,48,7,145.0,79.0,84.0,68.0,860.0,94,102,48,509,114081,113495,89,1,,,,,150.0,366.0,6.0,42.0,2296,31,27,,,,,,,,,12655,,1079,86
250-499,250 à 499 salariés,3939,700.0,700.0,83.0,490.0,40529,40529,1284,32,,,,,29,27,13,446.0,779.0,781.0,516.0,662.0,307,313,151,491,30381,30360,23,1,,,,,934.0,1379.0,38.0,41.0,17340,251,29,,,,,,,,25706,27034,,1581,61
50-99,50 à 99 salariés,1743,346.0,361.0,45.0,421.0,15530,15530,536,35,,,,,258,263,27,105.0,46.0,46.0,39.0,839.0,47,50,25,530,68641,68760,52,1,,,,,255.0,417.0,9.0,36.0,3834,51,27,,,,,,,,13467,13575,,958,71
500+,500 salariés et plus,4622,6964.0,6985.0,933.0,503.0,33950,33950,1083,96,,,,,109,115,36,328.0,874.0,874.0,531.0,607.0,42.0,41.0,20.0,488.0,34149,35263,25,3,,,,,53.0,92.0,3.0,54.0,10966,179,87,,,,,,,,23034.0,31916,,1736,174
_T,Total,15894,9163.0,9299.0,1248.0,520.0,146119,146119,4755,33,,,,,988,1005,141,143.0,1867.0,1874.0,1223.0,655.0,716,735,363,508,313370,314553,240,1,,,,,2114.0,3467.0,84.0,40.0,47858,681,28,,,,,,,,109823,113044,,7161,65
