teff_code,teff_label,Facture énergétique (en millions d'euros courants),Combustibles minéraux solides achetés (en milliers de tonnes),Consommation de combustibles minéraux solides (en milliers de tonnes),Valeur des achats de combustibles minéraux solides (en millions d'euros),Prix moyen des combustibles minéraux solides (en €/t),Quantités achetées de gaz (en GWh),Consommation de gaz naturel et autres gaz (en GWh),Valeur des achats de gaz (en millions d'euros),Prix moyen annuel du gaz de réseau (en €/MWh),Quantités achetées de biogaz et biométhane (en GWh),Consommation de biogaz et biométhane (en GWh),Valeur des achats de biogaz et biométhane (en millions d'euros),Prix moyen annuel du biogaz et biométhane (en €/t),Quantités achetées de coke de pétrole (en milliers de tonnes),Consommation de coke de pétrole (en milliers de tonnes),Valeur des achats de coke de pétrole (en millions d'euros),Prix moyen annuel du coke de pétrole (en €/t),Quantités achetées de butane-propane (en milliers de tonnes),Consommation de butane-propane (en milliers de tonnes),Valeur des achats de butane-propane (en millions d'euros),Prix moyen annuel du butane-propane (en €/t),Quantités achetées de fioul lourd (en milliers de tonnes),Consommation de fioul lourd (en milliers de tonnes),Valeur des achats de fioul lourd (en millions d'euros),Prix moyen annuel du fioul lourd (en €/t),Quantités achetées de fioul domestique (en milliers de litres),Consommation de fioul domestique (en milliers de litres),Valeur des achats de fioul domestique (en millions d'euros),Prix moyen annuel du fioul domestique (en €/l),Quantités achetées de gazole non routier (en milliers de litres),Consommation de gazole non routier (en milliers de litres),Valeur des achats de gazole non routier (en millions d'euros),Prix moyen annuel du gazole non routier (en €/l),Quantités achetées de bois (en milliers de tonnes),Consommation de bois et sous-produit du bois (en milliers de tonnes),Valeur des achats de bois (en millions d'euros),Prix moyen annuel du bois (en €/t),Vapeur achetée (en milliers de tonnes),Valeur des achats de vapeur (en millions d'euros),Prix moyen annuel de la vapeur (en €/t),Quantités achetées d’hydrogène (en milliers de tonnes),Consommation d’hydrogène (en milliers de tonnes),Quantité d’hydrogène autoproduite (en milliers de tonnes),Valeur des achats d’hydrogène (en millions d'euros),Prix moyen annuel d’hydrogène (en €/t),Quantité d’hydrogène autoproduite et consommée (en milliers de tonnes),Quantité d’hydrogène autoproduite et vendue (en milliers de tonnes),Électricité achetée (en GWh),Consommation d’électricité (en GWh),Électricité autoproduite (en GWh),Valeur des achats d'électricité (en millions d'euros),Prix moyen annuel de l’électricité (en €/MWh)
100-249,100 à 249 salariés,3686,235.0,234.0,40.0,382.0,44616,44616,1251,28,,,,,489,499,54,110,63,61,38,607,121,119,43,358,,,,,,,,,879,1346,46,53,15394,190,25,,,,,,,,27256,28036,,1898,70
20-49,20 à 49 salariés,1515,52.0,50.0,5.0,226.0,9254,9254,336,36,,,,,,,,,52,49,38,719,95,87,31,324,125673,116285,76,0.6,,,,,178,313,9,50,1928,24,24,,,,,,,,11173,11181,,983,88
250-499,250 à 499 salariés,3311,682.0,675.0,68.0,295.0,40786,40786,1101,27,,,,,,,,,750,754,323,431,212,220,66,312,,,,,,,,,748,1239,34,45,14824,164,22,,,,,,,,24973,26587,,1524,61
50-99,50 à 99 salariés,1730,438.0,408.0,53.0,377.0,14153,14153,447,32,,,,,204,217,22,108,39,38,25,644,52,50,21,403,58055,54845,35,0.6,,,,,295,488,11,37,3822,48,25,,,,,,,,14543,14611,,1068,73
500+,500 salariés et plus,4063,309.0,329.0,77.0,249.0,28183,28183,772,27,,,,,,,,,1431,1427,489,342,,,,,,,,,,,,,82,189,5,64,11372,149,26,,,,,,,,29837,31304,,1594,53
_T,Total,14304,10103.0,9950.0,1200.0,344.0,136991,136991,3908,29,,,,,864,878,123,143,2334,2329,913,391,,,,,310325,294898,184,0.59,,,,,2183,3574,105,48,47342,575,24,,,,,,,,107783,111718,,7066,66
